# E_Alice01
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="　　　　魔帝アリス御前試合"
JumpSubroutine	*アリスイベントタイトル
Bgm	魔王バトル
Bg	アリス庭園
	アリス	通常2	2_3
	アリス	通常						拝啓、魔界の愚民ども		3604-09
	アリス	笑い						六大異変エイビシュタット城主にして《すべてを知るもの》。あるいは、\n		3604-05
	アリス							原初六魔剣が一振り、終焉の魔剣\nアポカリプスのマスターにして、\n元･六大魔王が1人。
	アリス							この魔帝アリスが招待しよう。
	アリス	通常2						そうだ『お茶会』の時間だ。
	アリス	蔑み						実に興味深いものを見つけてな、\n愚鈍なる魔剣使い諸君にも\n紹介しようと思った次第だ		3604-10
	アリス	通常						名前くらいは聞いたことがあろう？
	アリス	通常2						\n秘匿の対神域兵装ΦΦΦ\n(アウトオブオーダー)
	アリス	通常						\n秘匿の断罪ジョワイユーズ
	アリス	笑い						この2魔剣を貴様らにくれてやろうと\n思ってな、こうして声をかけたという\nわけだ。		3604-11
	アリス	蔑み						無論、ただで譲る気はない。
	アリス	通常						現在、我が別荘たるアリス庭園は\n全世界から集った悪鬼羅刹の類で\nごった返している。
	アリス	蔑み						なに、このアリスをもってすれば、\nほんの一瞬で消しされるゴミ共だが
	アリス	笑い						せっかくだ、貴様らに掃除を手伝って\nもらおうとおもってな。		3604-12
	アリス	通常2						見事な働きをした者に、我が宝物庫より\n秘匿の2魔剣を含む褒美を取らせよう。
	アリス	笑い						さぁ、楽しい楽しいお茶会の時間だ、\n愚民ども！		3604-06
	アリス							存分に戦い、存分にひれ伏し、\nこのアリスを満足させてみろ！		3604-63
	アリス	通常						名付けて《魔帝アリス御前試合》		3604-61
	アリス	蔑み						このアリスが招待しよう。\nん？拒否権があると思ったか？		3604-08
	アリス	笑い						ククク…あはははは！		3604-55
EndScenario

# E_Alice02
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="　　　魔帝アリスの聖夜舞闘会"
JumpSubroutine	*アリスイベントタイトル
Bgm	図書館
Bg	研究所A
	ロルリアンレット	通常G	1_2
	ロルリアンレット							マリー？マリーはどこかしら？
	ププッピマリー	佇む	2_2					……ここに
	ロルリアンレット	ニヤリG						これは一体どういうことかしら
	ププッピマリー	通常						かわいらしい便箋…？\nでございますね
	ププッピマリー	微笑む						あぁ！よかったですねお嬢様！\nクリスマスパーティのお誘いです！
Tween	ロルリアンレット	PunchPosition	y=50			Add
	ロルリアンレット	悪い顔G						お誘いです！じゃないわ！\nどういうことかと聞いているの
	ププッピマリー	佇む						例のお気に入りの魔剣使いが\n出席なさらないのですか？
	ロルリアンレット	悪い顔G						だ・れ・も、\nそんな話はしてないわ？
	ププッピマリー	通常						あら、焦っておいでだったので、\nつい……
	ロルリアンレット	通常G						ふん、私が焦ることなど何一つない\nけれど今回は話が別よ
	ププッピマリー							別、といいますと
	ロルリアンレット	驚きG						あいつよ
	ププッピマリー							あいつ…？
Tween	ロルリアンレット	PunchPosition	y=50			Add
	ロルリアンレット	ニヤリG						アリスよ、アリス！\n魔帝アリスよ！
	ププッピマリー	微笑む						アリスお嬢様？\nあぁ！アリスお嬢様からの\nクリスマスパーティのお誘いですね！
	ロルリアンレット	通常G						あぁ、じゃないわ\n事態は急を要するのよ、マリー
	ププッピマリー	通常						といいますと…
	ロルリアンレット	ニヤリG						会場の欄を御覧なさい
	ププッピマリー	佇む						えー、魔帝アリスの聖夜舞闘会、\n開催は本日、開催場所は…
	ププッピマリー	佇む						\n『ロルリアンレット世界図書館』
	ププッピマリー	通常						あら
	ロルリアンレット	慌てG						あら、じゃないわ\n来るのよ、あいつが、アリスが
	ププッピマリー	微笑む						はて、どのようにおもてなし\nいたしましょうか…
Tween	ロルリアンレット	PunchPosition	y=50			Add
	ロルリアンレット	驚きG						わかっていないわね、マリー\nあのアリスが、魔帝を名乗るアリスが\n簡単におもてなされるわけがないわ
	ロルリアンレット	ニヤリG						よりにもよって「魔帝」よ？\n王を束ねる帝王であると、\n魔界の王たちよりも格上であると、
	ロルリアンレット	悪い顔G						この司書王ロルリアンレットに対して\n自らが上であると名乗る女よ？
	ロルリアンレット							何かを仕込んでいるに違いな――
	ロルリアンレット	驚きG
	ププッピマリー	通常
Tween	ロルリアンレット	ShakePosition	x=-10 y=-10 time=1			Add
Tween	ププッピマリー	ShakePosition	x=-10 y=-10 time=1			Add
	※※※※	<Off>				0		<color=mk2wisp>\n　　……ゴゴゴゴゴゴゴ……</color>
	ロルリアンレット	通常G						何事かしら？
	ププッピマリー	佇む						………………………………………\n………………………………………
	ププッピマリー	微笑む						お嬢様、世界図書館司書各員より\n緊急伝令がございます
	ロルリアンレット	ニヤリG						報告しなさい\n聞いてあげるわ
	ププッピマリー	通常						第8から第12禁忌指定地下書庫にて\n巨大な魔力振、および異界反応を検知
	ロルリアンレット	慌てG						…い、異界？
	ププッピマリー	佇む						どうやら世界図書館の地下に、\n5つの異界ゲートが開きました
Tween	ロルリアンレット	PunchPosition	y=50			Add
	ロルリアンレット	驚きG						………は？
	wipe		wipe_start			0
Tween	wipe	MoveTo	x=-800 islocal=true time=1.2	linear
FadeOut	black					.1
CharacterOff	ププッピマリー
CharacterOff	ロルリアンレット
Bg	アリス庭園
Bgm	魔王バトル
CharacterOff	wipe
	アリス	通常Xmas	2_3
FadeIn	black					.5
	アリス	通常Xmas						拝啓、魔界の愚民ども
	アリス	笑いXmas						六大異変エイビシュタット城主にして《すべてを知るもの》あるいは、\n
