# E_117_01
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="桃の国の王子様"
JumpSubroutine	*イベントクエストタイトル3
Bgm	絶望
Bg	酒場1F
	ディーア	驚き2	2_3
	陽菜さま		a2
	バールのようなもの		c2
Tween	バールのようなもの	MoveTo	x=1800 time=0.1
Tween	陽菜さま	PunchPosition	y=50			Add
	陽菜さま							だ、だんなさま！\nひなをたすけてっ！
Tween	ディーア	PunchPosition	y=50			Add
	ディーア							お、おい、どうしたんだよ
	陽菜さま							ひなね、追われてるの
	ディーア	怪しい2						追われてるって、一体誰に…
	※※※※	<Off>						見つけた……
Tween	ディーア	PunchPosition	y=50			Add
	ディーア	驚き2						！？
	※※※※	<Off>						やぁっと追いついたよ…\n陽菜さまちゃん…
Tween	バールのようなもの	MoveTo	x=180 time=1			Add
Tween	バールのようなもの	PunchPosition	y=50 time=1
Tween	陽菜さま	PunchPosition	y=50			Add
	陽菜さま							ひゃああ！きたぁ！
Tween	ディーア	PunchPosition	y=50			Add
	ディーア	あはは2						ば、ばよの!?
Bgm	コメディ
	バールのようなもの							ますたーどいて…\nそいつ捕まえられない…
	ディーア	汗2						どうしたんだよ一体…
	陽菜さま							ちがうの！\nひな、一所懸命がんばって…
	バールのようなもの							ちがわないよ陽菜さまちゃん…\n結果が伴わない努力は\n他人から見れば無いのと同じなの…
	陽菜さま							いいえ！一見無駄に見える努力も\n必ずその人の力になっているわ！
	陽菜さま							恋も一緒よ！\n誰かに恋して自分を見つめて、\n悪いところや嫌いなところに気がついて
	陽菜さま							そこを改善しようと努力した結果を\nひなは無駄なんて言わせないわ！
	バールのようなもの							ひ、陽菜さまちゃん…
	陽菜さま							ばよのさん…
	バールのようなもの							いいこと言った風でごまかそうとしても\nそうはいかないんだから！
Tween	陽菜さま	PunchPosition	y=50			Add
	陽菜さま							ギクッ！
	バールのようなもの							陽菜さまちゃん、出来るって言った以上\nやってもらわないとばよの困るの！
	陽菜さま							ううう……
	バールのようなもの							まさか今更できないなんて言わないよね\n約束だったもんね
	陽菜さま							あ、うー、ええと、その……
	バールのようなもの							ばよのは約束守ったよ？\nちゃーんとマスター秘蔵グッズを\n準備したよ？
	陽菜さま							あ、あれは大変すばらしいものでした
	バールのようなもの							でしょ！集めるの大変だったんだから！
	ディーア	驚き2						え、なにそれ、\n俺の秘蔵グッズがあるの？
	バールのようなもの							マスターは黙ってて！
Tween	ディーア	PunchPosition	y=50			Add
	ディーア	怒り2						はい！
	バールのようなもの							それで陽菜さまちゃん…\nこのままじゃ債務不履行だよ？
	陽菜さま							さ、さいむふりこー…
	バールのようなもの							損害賠償を要求しちゃおうかなぁ？
	陽菜さま							そ、そんがいばいしょー…
	陽菜さま							ど、どうしよう旦那さま！\nひな、このままじゃソンガイバイショー\nっていうショーに出されちゃう！
	ディーア	あはは2						いや、それはショーじゃなくてだな…
	ディーア	汗2						それにばよの、そうやって脅かして、\nひなの恋占いをじゃますると\n威力業務妨害とかになるぞ
	陽菜さま							そ、そうよ！ひなのこと、\nイリョクギョームボーガイよ！
	ディーア	怪しい2						使い方が違うけどな…
	バールのようなもの							いりょくぎょーむぼーがい…？\nなにそれ、おいしいの？
	ディーア	笑い2						いや、マズい
Tween	バールのようなもの	PunchPosition	y=50			Add
	バールのようなもの							ええ！ばよの困る！
	ディーア	怪しい2						はぁ、\nどうせアクケルテあたりの入れ知恵\nだろうけど
	ディーア	照れ2						覚えたての言葉を適当に使うんじゃ\nありません
	バールのようなもの							ふぁい…
	陽菜さま							すごい！旦那さま、ばよのさんを\n止めちゃった♪
	陽菜さま							ふふん！これが\nイリョクギョームボーガイの力よ！
	ディーア	通常2						いや、違うけどな…
	ディーア	笑い2						…で、なんでケンカしてるんだ？
	バールのようなもの							違うのマスター聞いて！\n陽菜さまちゃんが債務不履行なの！
	陽菜さま							待って待って聞いて旦那さま！\nばよのがイリョクギョームボーガイ！
	ディーア	怪しい2						次に適当な法律用語を使ったら\nもう二度と編成しません
Tween	バールのようなもの	PunchPosition	y=50			Add
	バールのようなもの							！！
Tween	陽菜さま	PunchPosition	y=50			Add
	陽菜さま							はい！ひな、もう使いません！
	ディーア	汗2						そもそも魔界は法律が乱立してる上に\n一時的にルール変更できる能力者も\nいるから、
	ディーア							法律を覚えるよりも、環境の変化に\n適用できる柔軟性を持ったほうが――
	バールのようなもの							マスターその話ながい？
	陽菜さま							旦那さまのお話なら、\nひなは何時間でも聞くわ！
	バールのようなもの							ずるい！こういうときだけ\nマスターに媚び媚びしちゃって！
	陽菜さま							だってひなの旦那さまだもん！\n天桃華…、桃の国の王子様よ！
	ディーア	驚き2						桃の、国の、王子…さま？
	陽菜さま							ええ！なんてたってひなは、\n(てんとうかおひなあいなひめ)\nかの天桃華皇陽那愛菜姫だもん！
	陽菜さま							ふふん！縁を結ぶ恋愛の神様なのよ！
	バールのようなもの							ふぅーーん、その恋愛の神様が、\n約束やぶっていいのかなぁー？
Tween	陽菜さま	PunchPosition	y=50			Add
	陽菜さま							ぎくっ！
	ディーア	照れ2						ああ、ひなが何か約束を破ったんだな…
	ディーア	あはは2						それでばよのが怒ってる、と
