# E6028_a
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="蜃気楼の先へ"
JumpSubroutine	*イベントクエストタイトル
Bgm	マイページ
Bg	砂漠A
	ディーア	怪しい	2_2
	リディ	通常R	1_2
	ディーア							大砂漠の溶けない氷城\n六大異変エイビシュタット、か…
Tween	リディ	PunchPosition	y=50			Add
	リディ	驚きR						んう？どうしたのマスター？
	ディーア	通常						いや、溶けない氷があるなら\n今すぐ欲しいなぁって…
	リディ	笑いR						それ、私も思ってたかも…
Tween	ディーア	PunchPosition	x=50			Add
	ディーア	怒り						あついー
Tween	リディ	PunchPosition	x=50			Add
	リディ	怒りR						あついー
	リディ	通常R						でも今はエイビシュタットに\n行くんじゃないんでしょ？
	ディーア	通常						ああ、今から向かうのは、\n蜃気楼の町フォリオだ
	リディ	驚きR						ふぉりお？
	ディーア	怪しい						蜃気楼の中に溶け込んだ、\n伝説上の町…かな
	リディ							で、伝説上の町！？
Tween	リディ	PunchPosition	y=50			Add
	リディ	通常R						それじゃあ、もしかしたら、\n無いのかもしれないの？
	ディーア							あー…その可能性も、あるかな
	リディ	怒りR						うー…でもこれ、魔剣機関からの\nお仕事依頼なんでしょ？
	リディ	笑いR						じゃあきっとあるよ！\nシンキローの町！
	ディーア	通常						まぁ、絶対たどり着かないと\nいけないんだけどな
	リディ	通常R						えー、無いかもしれない街に\n絶対たどり着かせる指令って
	リディ	怒りR						ブラック企業なの？魔剣機関…
	ディーア	怪しい						まぁ、夜よりも深く、\n闇よりも冥い組織だとは思う
	ディーア							EDENに比べれば、\nだいぶマシだと思うけどね
	リディ	通常						勇者さんたち大変そうだよね…
	ディーア	悔しい						大変だろうな…\n今回もかなりの被害が出てるらしい
	リディ	驚きR						今回？…被害？\nシンキローの町、怖い所なの？
	ディーア	通常						いや、フォリオじゃなく、\nその先、エイビシュタットだよ
	リディ	怒りR						六大異変…！\nこの間からの魔力胎動…だよね
	ディーア	怪しい						各地の冥獣やモンスターが\nエイビシュタットに集まってきて\nいるらしい…
	リディ	通常R						勇者さんたちはそれと戦ってるの？
	ディーア	通常						確かに住人の少ない地域ではあるけど\n都市部までモンスターが広がると、な
	リディ	怒りR						それで、マスターはなんで\nシンキローの町に行くの？\n勇者さんたち助けないの？
	ディーア	笑い						いや、助けに行くよ
	リディ	驚きR						？？？
	ディーア	通常						そのために、必要なんだ\nエイビシュタットに入城するための\n【証】ってやつが
	リディ	通常R						あかし？\n証明書とか、鍵とか、そういうの？
	ディーア	怪しい						どちらかと言えば、力…かな
	ディーア							認められた魔導師以外は入れない、\n氷城エイビシュタットは、\nそういう結界らしいんだ
Tween	リディ	PunchPosition	y=50			Add
	リディ	驚きR						魔導師…！わかった！\nシンキローの町にいるんだね！\n認められた魔導師！
	ディーア	通常						…いると言われている、\nが正しいけどな
	リディ	通常R						でも、会えるのかな…\n本当にあるかどうかわからない\n砂漠の上の町なんでしょ？
	ディーア	怪しい						まさに、それだよリディ
	リディ	驚きR						んう？
	ディーア	通常						蜃気楼の町フォリオに辿り着けない\n程度の使い手には、会うことすら\n出来ない魔導師メアルー、
	ディーア							つまり、まずは出会うこと自体が、\nエイビシュタットに入城するための\n第一の【証】なんだ
	リディ	笑いR						なるほどなるほどー
	リディ	通常R						それでそれで、肝心のシンキローの\nえーっと、メアルーさんがいる\nフォリオ？ってどこにあるの？
	ディーア	怪しい						…まさに、それだよリディ
	リディ	驚きR						……まさか
	ディーア	笑い						ああ！全然わからん！\nまぁ、とにかく進むしか無いかな！
	リディ	笑いR						まぁ、いつものことかな！
EndScenario

# E6028_b
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="魔導師メアルー･スル"
JumpSubroutine	*イベントクエストタイトル
Bgm	図書館
Bg	蜃気楼の町
	ディーア	怪しい	3_3
	リディ	通常R	2_3
Tween	ディーア	PunchPosition	y=50			Add
	ディーア	驚き						ここが…フォリオ…！
Tween	リディ	PunchPosition	y=50			Add
	リディ	驚き						本当に、あったんだね…！
	リディ	怒り						でもなんだか…少し不気味…
	ディーア	怪しい						ああ、蜃気楼というより、\n魔力の塊…あるいは霧…
	魔導師メアルー･スル	<Off>						<color=mk2wisp>《あら、来訪者なんて\n　何年ぶりかしら…？》</color>
Tween	リディ	PunchPosition	y=50			Add
	リディ	驚き						マスター！
Tween	リディ	MoveBy	x=50 time=1			Add
	ディーア	怒り						リディ、下がって
FadeOut	white					.5
Se	魔剣出る
	魔導師メアルー･スル	通常	1_3
FadeIn	white					2
	魔導師メアルー･スル							ようこそ来訪者、\n歓迎はあまりしないけれど
	ディーア	怪しい						…お前が魔導師メアルーか
	魔導師メアルー･スル							いかにも、私が魔導師メアルー、\n陽炎の魔導師メアルー･スルよ
	ディーア	通常						話があるんだ、メアルーさん
