# Q100601_a
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	Voice	VoiceVersion
Param	quest_name="新しい生活"
JumpSubroutine	*メインシナリオタイトル
Bgm	ガヤA_BGM
Bg	市街地C
	※※※※	<Off>						異変スーヴァとの激闘から\n約一ヶ月後――
	※※※※	<Off>						　　　　　宗教国家エデン\n　　　 辺境の町セイズガル
	wipe		wipe_start			0
Tween	wipe	MoveTo	x=-800 islocal=true time=1.2	linear
FadeOut	black					.1
Bgm	平和
Bg	酒場の地下
CharacterOff	wipe
	ディーア	通常	2_2
	リディ	通常R	1_2
FadeIn	black					.5
	リディ	笑いR						――ふぅ！
	リディ							さっきの人で今日のお客さんは\n終わりだよ！
	ディーア	笑い						おつかれリディ！
	リディ							うん！
	誰かの声	<Off>						……ちょっといいかしら
	リディ	驚き						あ、今日はもうおしまいなんです！\n酒場は営業中なので1階で…
	アリア	通常	p3
Tween	アリア	PunchPosition	y=50			Add
	リディ	通常	p6
	ディーア	通常	p8b
	リディ	笑い						アリアさん！
FadeOut	white					.1
Se	魔剣出る
	魔剣ストームブリンガー	通常	p2b
FadeIn	white					.5
	魔剣ストームブリンガー							リディちゃん、おつおつー♪
	リディ	通常						ストブリさんも！えへへ♪\nおつかれさま！
	魔剣ストームブリンガー							ふぃー今日も疲れたよー\nアリア、先に上で一杯やってるから！
	アリア							勝手にしなさい
	魔剣ストームブリンガー							いつもの頼んどく？
	アリア							ダブルで氷少なめ
Tween	魔剣ストームブリンガー	PunchPosition	y=50			Add
	魔剣ストームブリンガー							おけおけー！\nリディちゃん、注文いいかい？
Tween	リディ	PunchPosition	y=50			Add
	リディ	笑い						おけおけー！\nそれじゃあ、お席に案内しまーす！
Se	走る
CharacterOff	魔剣ストームブリンガー
CharacterOff	リディ
	アリア		1_2
	ディーア	通常	2_2
	アリア							……うまく、やっているようですね
	ディーア	怪しい						ええ、おかげさまで
	アリア							この辺りは正規の魔剣医師が少ない
	アリア							闇医療とはいえ、キミのような\n魔剣に精通した人間がいると\nやはり助かります
	ディーア							見よう見まね、ですけどね
	アリア							知っての通りエデンは勇者の国…
	アリア							E.D.E.N.に所属しない魔剣使いは\n正規のサービスも受けづらい…
	ディーア	怒り						だからこそ、彼らにとっての聖域や\n勇者が手を出せない仕事が山程ある
	ディーア							オレやリディが身を隠すには\n本当にありがたい環境です
	アリア							……あの子は、大丈夫そうね、今は
	ディーア	悔しい						はい、大丈夫ですね、今は――
	wipe		wipe_start			0
Tween	wipe	MoveTo	x=-800 islocal=true time=1.2	linear
FadeOut	black					.1
Bgm	緊迫
Bg	大灯台
CharacterOff	wipe
	偉そうな少女		p4u
	ケルベリルの魔剣？		p6b
	ディーア	悔しい	p8
	アリア		p2b
FadeIn	black					.5
	※※※※	<Off>						　　　――約1ヶ月前――\n　　　魔焔領エキドナ某所
	偉そうな少女							――なるほど、なるほど\n貴様がこの大異変の原因であると
	偉そうな少女							よくもやってくれくれたな小僧、\nおかげで我らが魔焔領エキドナは\n未曾有の危機に瀕しているぞ？
	アリア							魔女王ケルベリル様、\nその点についてはご容赦を
	アリア							彼らに非こそあれ、\n意図したことでないのは十分に\nご承知と存じております
	魔女王ケルベリル	笑い	p4u					くはは!!顔をあげよ嵐神、\n怒りに任せ貴様らを倒したところで\n死体が3つ増えるだけ
	魔女王ケルベリル							掃除する手間の方が面倒であろ？
	ケルベリルの魔剣？							なーにが死体が3つじゃ、偉そうに\n嵐神相手によう言うわ\n戦う側の身にもなれくそばばあ
	魔女王ケルベリル	本気						テュー…今、貴様ばばあつったか？\nほほう！原初六魔剣のくせに\nストームブリンガーに勝てぬと？
	ケルベリルの魔剣？							ワシは魔剣じゃ、\nいかにワシが強かろうと使い手が\nばばあでは心もとないのは自明じゃ
	魔女王ケルベリル							よーし、表出ろテュフォーン！\nエキドナの王ケルベリルが相手じゃ！
	魔剣テュフォーン		p6b					モノを使いこなせぬからとて\nモノに当たる老人とは滑稽じゃな
	魔女王ケルベリル							この｢ばばあ｣より長生きな貴様は\n一体全体何であろうなぁ、テュー!?
	魔剣テュフォーン							くはは、そりゃあ「魔剣」じゃなぁ！
	魔女王ケルベリル	笑い						くははは！違いない!!
	ディーア	怪しい						…あ、アリアさん、ケルベリル様は\nいつもこうなんですか…？
	アリア							まぁ、だいたいいつもそうですね
	ディーア							はぁ……
	魔女王ケルベリル	通常						――で、<param=name>\nと言ったな
	魔女王ケルベリル							テュフォーンの見立てでは\nおそらく覇王ゼフは復活間近のようだ
	魔剣テュフォーン							あのじじいもよく生きるのう\nじゃが、そうなるとヤツも一緒じゃ
	魔剣テュフォーン							覇王剣ラグナロク――\n二度と相見えんと思っておったが、\n長生きしてみるものじゃ
	アリア							テュフォーン様…\nやはりラグナロクの反応も検知されて？
	魔剣テュフォーン							完全ではないがの
	魔女王ケルベリル	本気						太陽聖域……、本来なら我が行って\n動きを止めるべきなのであろうが
	魔女王ケルベリル							残念ながら我は国王、\nそして今のエキドナは不安定じゃ\n不用意に動くことはできん
	魔女王ケルベリル							無論、貴様らを太陽聖域から\n守ることも、な
	魔剣テュフォーン							むしろ、ワシらを頼ってくることすら\n太陽聖域にはお見通しじゃろうからな
	魔女王ケルベリル	笑い						くはは！太陽王アーク、か…\n覇王ゼフの血縁のものらしい、\nなかなか良い一団を組んでおる
	魔剣テュフォーン							誰かが匿えば匿うほどに、\n奴らの策略に嵌っていく、か…\nなかなかの策士がいるようじゃの！
	魔女王ケルベリル							くはは！そこでだ、アリア、そして\n<param=name>と\nその相棒リディよ
	魔女王ケルベリル	本気						スーヴァ大火山での数々の問題行動、\nおよび異変スーヴァ討滅に関する\n判決をいいわたす
	ディーア	驚き						！？
	魔女王ケルベリル	通常						『少女リディの絶対守護』および…
	魔女王ケルベリル	本気						『国外追放処分』\nしばらく大陸外で身を隠しておけ
	ディーア							…国外追放…!?\nあれだけのことをして、それだけ…
