# E6023_a
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="黒く幼き館の主"
ShowMessageWindow
Bg	廃墟A
Bgm	絶望
Se	台風
	ディーア	通常	3_3					ここが廃棄都市ナクーラ、か
FadeOut	white					.5
Se	光3
FadeIn	white					1
	ビーストキラー	通常	1_3					へぇ、まるで墓場だな
	ビーストキラー							生命をまったく感じねえ
FadeOut	white					.5
Se	光3
FadeIn	white					1
	イーグルフロウ	通常	2_3					瘴気が濃くて全然見通せないです…
	イーグルフロウ							も、もうちょっと遠くが見えれば…
	ディーア							…!!
	ディーア							待つんだ、嫌な感じがする\nあまり不用意に動かない方がいい
	ディーア							それに…
	イーグルフロウ							そ、それに…何かあるんですか…
	ビーストキラー							イーグルフロウ、ビビってんのか？\nまるで小鳥だなっ！はは！
	イーグルフロウ							ね、ネコ科に言われたくないですぅ
	ビーストキラー							で、マスター、\n何が気にかかってるんだ？
	ディーア							いや、魔剣機関の話によれば、\n今回の敵は【石像】なんだ
	イーグルフロウ							せき、ぞう？\n石なんですか？
	ビーストキラー							でも、ただの石像じゃあねぇ、だろ？
	ディーア							あぁ、冥獣をかたどってるらしい
	ビーストキラー							ちっ趣味がわりい
	イーグルフロウ							で、でも、ただの石なら\n魔剣の相手にならないんじゃあ
	ディーア							噂が本当なら、冥獣石像には\n禁忌魔導式が組み込まれてる
	ビーストキラー							禁忌…\nどんなタイプのやつだい？
	ディーア							確か【属王極致】って言ってたな\n(エレメントエンハンス）
	イーグルフロウ							うう、聞いたこと、ないです…
	ビーストキラー							まぁ、いい字面ではないな
	ディーア							簡単に言えば、全ての魔術回路を\n属性防御に極振りしたようなもの…\nらしいんだが
	ディーア							極厚の魔導バリアで保障ダメージを\n限界まで削る、そんな感じだな
	イーグルフロウ							ええ、でも、そんなことしたら、\n他の事に魔力を仕えなくなりますぅ
	ディーア							逆にね
	イーグルフロウ							ふえ？
	ディーア							石像を作ったのはカルト教団らしい\nおそらく廃棄都市ナクーラを\n拠点にするつもりだったんだろう
	ビーストキラー							あぁ、なるほどだ\n防御だけに徹した「壁役」だな
	イーグルフロウ							じゃ、じゃあ攻撃してこないなら、\n実質無害なんじゃ…ないです？
	ディーア							いや、魔剣機関に依頼が着てるのは\nここから先の話があるからだ
	ディーア							この石像は、動く
	ビーストキラー							!!
	イーグルフロウ							!!
	ディーア							稼働し、自走し、敵を殲滅するだけの\n攻撃性能も持っている
	ビーストキラー							…わかってきやがった\nその石像、そして禁忌魔導式…
	ディーア							ああ、本物の冥獣を石化させて\n作り出している可能性がある
	イーグルフロウ							改造冥獣！？\nそんな、どうやってそんなの
	ディーア							カルト教団の信者を使って、\nどうにかして捕まえたんだろう
	ディーア							ユグドラシル研究所のヤツが\nいた可能性も否定出来ないしな
	イーグルフロウ							んー、でも、それ、不可能じゃ…\nだって、そんなこと普通の人だったら\n何人いても難しいです…
	イーグルフロウ							あ…まさか…
	ディーア							ああ、その通り
	ディーア							おびただしい数の犠牲の上で\n作り上げたんだ、この石像を…
	ビーストキラー							まぁ、何はなくとも百聞は一見如かず
	ビーストキラー							それに、この地に眠る動物たちが、\n怒りで震えてるんだ
	イーグルフロウ							ナクーラが栄えていた頃は動物たちの\n楽園だったとも言われてるです…
	イーグルフロウ							みんな、みんな悲しんでいる…
Tween	ディーア	ShakePosition	x=-10 y=-10 time=1			Add
Tween	ビーストキラー	ShakePosition	x=-10 y=-10 time=1			Add
Tween	イーグルフロウ	ShakePosition	x=-10 y=-10 time=1			Add
	　	<Off>						\nゴゴゴゴゴゴゴゴゴ…
Bgm	特殊バトル
	ディーア							お出ましみたいだな!!
	ディーア							ナクーラの静寂を取り戻すぞ!!
	ビーストキラー							おう！
	イーグルフロウ							はい！
EndScenario

# E6023_b
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="バーサーカーはネコ科？"
ShowMessageWindow
Bg	廃墟A
Bgm	凱旋
	ディーア	怪しい	3_3					ふぅ、なんとか破壊できた、か
	ビーストキラー	通常	1_3					とんでもない石像だな\n攻撃パタンが単調でよかった
	イーグルフロウ	通常	2_3					よくないです…\nまだ動物たちが悲しんでますぅ…
	ビーストキラー							ああ、こいつらの悲しみや怒りは\nそう簡単には癒せやしないだろうな
	ビーストキラー							もちろん、石像を全て駆逐しても
	ディーア	通常						…どういうこと？
	イーグルフロウ							ご主人、この地に眠るソウルは\n【バーサーカー】ですぅ
	ビーストキラー							大自然のチカラを駆使して、\n己の中の野生を引き出す戦士\n【バーサーカー】
	ディーア							そうか、ナクーラは動物の楽園って\nイーグルフロウが言ってたな
	イーグルフロウ							せ、正確には、都市が滅んだ後に\n野生動物たちが王国を作ってた、\nらしいんです…
	ビーストキラー							それが、別の何かによって\n誰もしらないうちに滅ぼされた
	ディーア							カルト教団、か？
	ビーストキラー							まぁ、はっきりとはわからねーが、\n石像に向けられた魂たちの怒りを\n見る限りは、そうだろうな
	イーグルフロウ							た、たぶんですけど、\n【バーサーカー】のソウルは、
	イーグルフロウ							この地を守ろうとして戦った\n野生動物たちの王、あるいは英雄の\nソウルなんじゃないかって思います…
	ディーア							気高き戦士だったんだな
	ビーストキラー							ふふ、まぁ、マスターも\n【バーサーカー】になってみれば\n俺の気持ちも少しはわかるかもな
	イーグルフロウ							な、なんでこっちを見るんですかっ！
	イーグルフロウ							はッ!!
	イーグルフロウ							まさか【バーサーカー】になると\nマスターもネコ科になるんです…!?
	イーグルフロウ							いやああ！ネコ科の目ですぅ…!!
Tween	イーグルフロウ	MoveTo	x=600 time=2			Add
Se	走る
	ビーストキラー							あっはっは！食べたりしねーよ！\nちょっと遊ぼうぜ！
Tween	ビーストキラー	MoveTo	x=600 time=2			Add
Se	走る
	ディーア	怪しい						はぁ…
	ディーア							おーい、気をつけろよ！\nこの辺はまだ石像が出るからなー！
	ディーア	通常						…【バーサーカー】のソウル、か。
	ディーア							その力、ありがたく使わせてもらうよ
	ディーア							大事なものを守ろうとした魂、\n必ず貫いてみせる
	イーグルフロウ	<Off>						ごーしゅーじーん!!\nたーすーけーてーーー！
	ビーストキラー	<Off>						あっはっはっはー!!
	ディーア	怪しい						…はぁ、帰ろう
EndScenario
