# E6027_a
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="六大異変メイグルーン"
ShowMessageWindow
Bg	海岸
Bgm	海岸
	ディーア	通常	3_3					ふぅ…暑いな…
	ディーア							遠路はるばるサリギュラ大陸まで\n来てみたものの
FadeOut	white					.5
Se	光3
FadeIn	white					1
	アルスマグナ	通常	1_3_b					理論上、常夏ですねっ！
	アルスマグナ							私の計算が確かなら、\nここは永夜の大陸サリギュラのはず
	アルスマグナ							まさかこんなバカンスな場所が\nあるとは、非論理的すぎる…
FadeOut	white					.5
Se	光3
FadeIn	white					1
	ガラティーン	通常	2_3_b					ぐはー！！！！
	ガラティーン							マスターちゃん、海だよ海!!\nアルスマグナっちも、ほら！脱いで！\nもう下着でいいから泳ご！ね!!
	アルスマグナ							ぐぬ…論理的に考えて、\nその判断はロジカルではありませんっ
	アルスマグナ							ね！マスターさん！ね、ねっ!!
	ディーア							あぁ、暑いから、ちょっと静かに…
	ガラティーン							ぐはー!!何言ってるのー！\nパイちとシーちゃんも呼んで\n浜辺で遊ぼうようー
	アルスマグナ							理論上、それは不可能なのですっ！\nふふんっ！
	ガラティーン							うぇ？なんでなんで？
	ディーア							この海は今、封鎖されているんだ
	ガラティーン							貸し切りってこと!?!?
	アルスマグナ							論理的に考えるとその定理は\n間違っているのです！
	ガラティーン							うー！マスターちゃんー！\nアルスマグナっちがイジメるんだけど！
	ディーア							はいはい、アルスもガラティーンも\nその辺にしとけ、な
	ガラティーン							はーい！
	アルスマグナ							論理的に考えて、マスターさんに\n従います
	ガラティーン							でもでもマスターちゃん
	ガラティーン							本当にこんなところに\n【六大異変】の1つがあるの？\nただの海にしか見えないけど
	アルスマグナ							六大異変は超自然現象…\n世界に五ケ所ある他の異変は\nもっとそれと分かりやすいと聞きます
	アルスマグナ							理論上、この場所には\nそれらしいものは見当たりません
	ディーア							ああ、それならずっと見えて…\nいや、逆に見えないというか、うーん
	アルスマグナ							？？？
	ガラティーン							？？？
	ディーア							六大異変の一つ、\n『古代都市メイグルーン』ってのは
	ディーア							《深海の底に沈んだ都市》なんだ
	アルスマグナ							深海の…
	ガラティーン							…底！？
	アルスマグナ							どうしてそんなところに都市が？
	アルスマグナ							理論上、現時点の人類において\nその建設は不可能と考えられます
	ディーア							ああ、それゆえの六大異変だ
	ディーア							古代都市メイグルーンは、\nある日、一夜にして海底に沈んだ
	アルスマグナ							…!!
	アルスマグナ							そんな、都市がまるごと？\n理論上ありえませんっ
	ディーア							まあ、魔剣機関の研究員たちは\n異変の実体はメイグルーンだけ\nではなくて、
	ディーア							この周辺一帯を指している、って\n言ってたな
	ガラティーン							はぁ、だから「見えてるけど」\n「見えてない」って
	ガラティーン							でもでも、六大異変って、\n普段は観光名所になるくらい\n安全なんでしょ？
	ディーア							エデン大陸のタークディアバーブ湖や\nノイルマレヴの大火山スーヴァは\nわかりやすい例だけど
	ディーア							太陽聖域の奴らが根城にしている\n天空の大教会シーズクリアみたいな\n例もあるから、一概には言えないかな
	ガラティーン							ぐはぐはー、それで\n今日はわざわざ海まで来て\n何をするの？
	アルスマグナ							論理的に考えて、この辺りは\nおかしな魔力濃度でもありませんし\nいたって平和そのものでは？
	ディーア							…いや、何か来るぞ!!
Bgm	緊迫
Tween	ディーア	ShakePosition	x=-10 y=-10 time=1			Add
Tween	アルスマグナ	ShakePosition	x=-10 y=-10 time=1			Add
Tween	ガラティーン	ShakePosition	x=-10 y=-10 time=1			Add
	ガラティーン							じ、地震！？
	アルスマグナ							い…いえ、これは魔力振!?\nこんな強力なものが？
	アルスマグナ							魔力振…!? 大陸が動くほどの\n大きさなんて理論上ありえないっ！
	ディーア							ふぅ、おさまったみたいだな
	ディーア							これが俺たち魔剣使いたちが\n派遣された理由だよ
	アルスマグナ							ま、まさか！\nこの原因を突き止めるために\n六大異変に侵入するつもりじゃあ…
	ガラティーン							ぐはー!!六大異変内部への侵入は\n禁忌事項のはずだよマスターちゃん！
	ディーア							ああ、まっすぐに攻略できるとは\n思っていない
	ディーア							だが、『探しもの』のヒントが\n在る気がしているんだ
	アルスマグナ							…マスターさん
	ガラティーン							マスターちゃん
	ディーア							魔剣機関がバックアップしてくれる\nいいチャンスだからな
	ディーア							危険は承知…!!
	ガラティーン							うん！マスターちゃんのためなら\n常夏ガラティーンもがんばるよ!!
	アルスマグナ							仕方ありませんね…\n理論上、私のチカラで必要でしょう！
	ディーア							…ありがとう！
	ディーア							さっきの魔力振でモンスターが\n現れ始めた
	ディーア							まずはこいつらを倒して、\n深海都市メイグルーンへの\n侵入ルートを探すぞ!!
EndScenario

# E6027_b
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="勇者に追われて"
ShowMessageWindow
Bg	海岸
Bgm	海岸
	ディーア	通常	4_4					魔剣機関の調べによると、\n六大異変『メイグルーン』は\n海岸沿いの封印機で結界が貼られて…
	男勇者	通常	1_4					待て!!
	ディーア							…勇者！？
FadeOut	white					.5
Se	光3
FadeIn	white					1
	ガラティーン	通常	3_4					ぐはー！マスターちゃん下がって！
Bgm	緊迫
FadeOut	white					.5
Se	斬1
FadeIn	white					1
	男勇者							…ちッ!!
	ディーア							EDENの勇者がなんでこんなところに
	男勇者							黙れ侵入者よ！\n貴様ら悪賊に六大異変は奪わせない
	ディーア							六大異変を奪う？\n何を言っているんだ！
	ディーア							メイグルーンへの調査許可は\n魔剣機関がサリギュラ大陸管理局から\nちゃんと得て…
FadeOut	white					.5
Se	光3
FadeIn	white					1
	アルスマグナ	通常	2_4					…理論上、それは怪しいですね\nマスターさん
	男勇者							ほう、2人同時にアンロックとは、\n魔剣機関も相当の手だれを\n送り込んできているようだな
