# E6036_a
Command	Arg1	Arg2	Arg3	Arg4	Arg5	Arg6	WaitType	Text	PageCtrl	Voice	WindowType
Param	quest_name="いざ、尋常に勝負"
ShowMessageWindow
Bg	大橋
Bgm	台風_BGM
	胴田貫	通常	1_3
	妖刀國紅	通常	3_3
	妖刀國紅							此処が噂の｢勝負を挑んでくる冥獣｣が\nいるというオトキア巨大廊橋で\nござるかぁ
	胴田貫							すごい風ですわ\n流石の廊橋もギシギシ言って――
	胴田貫							はっ！
Bgm	コメディ
	胴田貫							殿が美少女を2人つれて\n屋外でギシギシ!?あんあ―…
	ディーア	怪しい	2_3					言わせないぞ
	胴田貫							もぉ、殿ったら、冗談ですよ♪
	妖刀國紅							一概にそうとも言えぬでござるよぉ？\nなにせ我々は魔剣でござるゆえに
	妖刀國紅							ひとたび被弾すれば、それはもう\nあんあん言ってしまうこと\nうけ合いでござるよー
	胴田貫							あらやだ！
	ディーア							あー、はいはい\n君たちがあんあん言わないように、\nジャスガがんばるよ、ジャスガー
	妖刀國紅							それで、その｢勝負を挑んでくる冥獣｣\nとやらはどこにいるでござるか
	ディーア	通常						まだ見当たらないな…\nとりあえず進んでみるか
	妖刀國紅							ふふ…もちろん、倒してしまっても\nよいのでござろう？
	ディーア	怪しい						あぁ、倒せるのなら、いくらでも
	妖刀國紅							いやー、今日はちょっと調子がなー\n拙者が本気を出せる状況ならなー\n一捻りでござったのになーーー
	ディーア							でも今日は本気を出してもらわないと\n流石に生きて帰れないかもな
	胴田貫							あら、殿が弱気なんて珍しいですわ
	胴田貫							もしかして、昨夜はリディ様と\n「お楽しみ」しすぎましたの？
	ディーア	笑い						そうそう、あいつ最近折り紙に\nハマってて、付き合ってたら深夜まで…
	ディーア	怒り						って、そういう話じゃなくてだな！
	胴田貫							うふふ♪それで机に鶴があんなに
	妖刀國紅							なんとマスター殿もでござったか！\n拙者も2時間しか寝てないでござるよ\n実質、2時間しかー
	ディーア	怪しい						ずっと寝てたじゃねーか！\n…はぁ、それはおいといてだな、\n今日戦う相手は【亜種】なんだ
	胴田貫							亜種？…冥獣亜種ですか
	ディーア	通常						それもとびっきり変わり者、\nなにせ「一般人を襲わない」んだ
	胴田貫							それはそれは
	妖刀國紅							なんとも奇っ怪な冥獣でござるな
